Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Clicks,Impressions,Engagement_Score,Customer_Segment
Twitter,0.06,5494.63,1.08,14119,43340,3,Fashion
Instagram,0.15,5219.45,6.71,13377,41144,5,Technology
Twitter,0.08,7836.65,0.17,20468,62146,10,Food
Instagram,0.11,12901.0,0.9,34128,102608,3,Food
Facebook,0.02,2198.51,2.31,5380,17455,8,Health
Twitter,0.05,9798.57,7.91,25812,77976,7,Fashion
Instagram,0.09,3409.87,6.4,8452,26556,4,Home
Instagram,0.11,8925.34,5.74,23427,70912,6,Food
Facebook,0.12,5427.49,2.31,13933,42791,2,Food
Twitter,0.02,2210.85,5.09,5406,17533,3,Technology
Pinterest,0.1,5513.23,0.754313453,8320,28073,1,Technology
Instagram,0.1,2752.69,4.59,6741,21486,1,Fashion
Twitter,0.14,7915.47,0.01,20681,62777,3,Health
Pinterest,0.11,9344.53,0.353919582,14418,47928,1,Technology
Twitter,0.05,11961.27,3.16,31667,95320,2,Food
Instagram,0.11,500.0,1.17,823,3958,5,Home
Twitter,0.09,5593.57,5.65,14391,44147,4,Food
Instagram,0.05,11610.03,7.99,30742,92579,1,Fashion
Facebook,0.02,8567.21,3.85,22471,68079,3,Home
Twitter,0.05,6164.69,5.3,15944,48745,2,Health
Instagram,0.07,11134.35,6.85,29443,88731,10,Home
Pinterest,0.05,8122.91,0.741801144,12481,41624,1,Fashion
Pinterest,0.03,8840.71,0.142997811,13624,45342,1,Food
Instagram,0.11,4122.39,5.08,10376,32253,10,Home
Facebook,0.04,3030.85,6.56,7463,23626,3,Fashion
Instagram,0.1,2871.99,0.38,7040,22372,9,Health
Twitter,0.13,500.0,3.75,1549,6107,8,Health
Instagram,0.04,11630.45,7.69,30793,92729,6,Health
Pinterest,0.02,14139.74,0.913398517,21706,71660,1,Home
Instagram,0.15,500.0,4.87,602,3304,4,Food
Twitter,0.13,7761.25,7.58,20265,61547,3,Fashion
Pinterest,0.14,1384.42,1.108233035,2099,7816,1,Fashion
Facebook,0.14,14173.98,7.69,37028,111198,10,Health
Pinterest,0.14,6162.11,0.069711433,9359,31456,1,Home
Twitter,0.02,5735.16,0.67,14772,45274,10,Health
Facebook,0.08,14228.82,1.4,37140,111528,10,Health
Facebook,0.03,11925.38,2.12,31575,95046,4,Technology
Instagram,0.07,3475.68,1.04,8617,27045,7,Technology
Instagram,0.11,11322.09,5.3,29955,90249,6,Health
Facebook,0.08,9202.94,1.85,24177,73131,10,Home
Instagram,0.01,7876.45,3.77,20572,62454,4,Fashion
Pinterest,0.13,11983.57,1.210118975,18633,61653,1,Health
Pinterest,0.12,15000.0,1.37635393,22876,75469,1,Food
Facebook,0.13,11385.55,7.41,30126,90753,5,Home
Instagram,0.13,11691.12,5.69,30953,93205,1,Health
Instagram,0.12,5831.64,6.98,15035,46055,9,Fashion
Pinterest,0.13,10260.77,0.368219363,15895,52739,1,Food
Instagram,0.03,12228.52,2.83,32378,97423,1,Health
Instagram,0.04,7295.41,3.19,18995,57785,2,Home
Facebook,0.05,10604.62,1.56,27998,84449,7,Home
Twitter,0.14,3439.73,6.24,8527,26777,7,Home
Facebook,0.01,500.0,4.38,1197,5065,1,Health
Instagram,0.04,13829.21,1.41,36309,109068,4,Technology
Pinterest,0.08,11012.04,1.036734129,17091,56634,1,Technology
Twitter,0.11,14089.13,5.62,36858,110695,8,Technology
Pinterest,0.11,7346.78,0.29135804,11235,37564,1,Health
Pinterest,0.13,9582.17,0.795425323,14804,49186,1,Food
Facebook,0.09,9846.07,0.73,25942,78359,2,Home
Facebook,0.03,8258.33,4.94,21622,65564,1,Fashion
Facebook,0.01,4172.33,6.61,10514,32662,8,Health
Pinterest,0.1,7609.61,1.242293483,11652,38921,1,Fashion
Facebook,0.02,8945.29,4.43,23484,71081,9,Health
Pinterest,0.03,5460.17,1.177944468,8235,27796,1,Fashion
Pinterest,0.14,9794.44,1.17258205,15154,50324,1,Health
Instagram,0.1,15000.0,5.34,39926,119781,9,Food
Facebook,0.06,8094.89,2.04,21172,64233,1,Technology
Twitter,0.08,13606.79,4.09,35829,107648,4,Food
Pinterest,0.02,4757.0,1.242293483,7111,24136,1,Fashion
Pinterest,0.1,12733.45,1.401378547,19788,65417,1,Technology
Twitter,0.06,3613.27,1.5,8993,28159,1,Food
Instagram,0.04,2472.94,1.9,6042,19417,1,Home
Instagram,0.02,11888.34,3.03,31475,94749,4,Technology
Facebook,0.02,14244.71,5.47,37169,111614,1,Food
Pinterest,0.09,4530.59,0.075073851,6750,22961,1,Health
Facebook,0.12,6318.09,6.36,16360,49980,8,Food
Twitter,0.14,762.23,3.56,2460,8807,6,Fashion
Facebook,0.13,10445.22,4.37,27562,83159,2,Food
Twitter,0.11,3388.37,3.98,8393,26381,5,Fashion
Facebook,0.08,922.2,3.56,2724,9589,6,Health
Twitter,0.1,11408.66,3.02,30191,90947,4,Food
Twitter,0.14,12241.11,5.89,32410,97518,7,Food
Pinterest,0.12,15000.0,0.12869803,23281,76789,1,Home
Pinterest,0.1,4873.57,0.893736318,7300,24752,1,Food
Facebook,0.14,6036.47,3.03,15599,47725,4,Food
Pinterest,0.03,5651.47,1.00992204,8546,28810,1,Technology
Instagram,0.08,2886.62,7.79,7080,22493,10,Technology
Pinterest,0.07,6226.19,1.054608856,9458,31781,1,Fashion
Instagram,0.04,10760.94,4.39,28425,85715,7,Home
Twitter,0.03,500.0,6.79,1237,5183,6,Health
Pinterest,0.04,8158.71,0.777550597,12540,41813,1,Technology
Twitter,0.12,1111.6,2.1,3066,10601,7,Health
Pinterest,0.14,3694.73,1.347754368,5410,18598,1,Food
Pinterest,0.03,12603.33,0.103673413,19590,64769,1,Technology
Instagram,0.14,7381.31,0.48,19221,58454,7,Home
Instagram,0.09,500.0,0.94,501,3005,8,Technology
Twitter,0.14,6764.39,4.57,17554,53515,9,Fashion
Instagram,0.11,11160.19,3.9,29514,88940,7,Food
Pinterest,0.12,11559.04,0.389669035,17974,59508,1,Fashion
Twitter,0.15,8170.75,1.95,21384,64860,1,Food
Twitter,0.08,14687.2,0.84,37945,113915,8,Food
Twitter,0.04,14780.56,0.96,38095,114358,6,Food
Facebook,0.14,1037.38,4.49,2933,10208,9,Health
Twitter,0.1,11075.95,2.57,29283,88257,1,Technology
Pinterest,0.15,10597.6,1.088570836,16431,54485,1,Health
Twitter,0.05,1363.99,5.17,3536,11994,7,Fashion
Instagram,0.05,15000.0,6.17,39681,119057,1,Technology
Facebook,0.1,14166.12,4.68,37011,111147,8,Home
Facebook,0.03,2893.12,0.13,7098,22545,3,Home
Instagram,0.15,6048.36,4.47,15630,47815,1,Home
Twitter,0.11,14071.0,2.77,36823,110590,2,Technology
Facebook,0.11,12058.78,0.65,31917,96058,6,Home
Twitter,0.05,6535.91,1.26,16941,51701,9,Food
Instagram,0.14,9283.69,7.92,24392,73770,3,Technology
Pinterest,0.12,7735.57,0.913398517,11859,39596,1,Health
Instagram,0.09,3364.62,1.86,8331,26197,8,Food
Instagram,0.06,6307.47,2.12,16329,49886,3,Fashion
Instagram,0.14,9209.38,1.92,24192,73177,7,Fashion
Pinterest,0.02,10660.48,0.437930796,16535,54823,1,Fashion
Pinterest,0.08,11995.4,0.311020239,18651,61712,1,Health
Pinterest,0.06,666.69,1.286980298,1362,5415,1,Home
Facebook,0.04,5599.0,4.92,14406,44189,10,Technology
Instagram,0.13,15000.0,4.14,39948,119847,3,Food
Facebook,0.07,13721.61,7.78,36075,108374,4,Fashion
Twitter,0.03,13115.31,0.27,34662,104189,4,Food
Twitter,0.12,12168.11,4.94,32209,96925,5,Food
Facebook,0.14,3220.35,7.29,7949,25064,1,Health
Instagram,0.11,13512.79,7.32,35611,107000,6,Home
Twitter,0.13,2278.96,1.29,5574,18030,1,Health
Twitter,0.13,5452.53,4.76,14003,42998,10,Fashion
Instagram,0.1,1057.19,3.29,2968,10312,10,Technology
Instagram,0.1,7864.38,7.26,20540,62359,8,Food
Facebook,0.06,3689.65,3.41,9196,28760,2,Health
Twitter,0.06,2637.39,0.76,6453,20635,5,Food
Instagram,0.02,12128.77,3.53,32106,96619,5,Home
Facebook,0.09,7933.42,1.11,20730,62923,8,Food
Facebook,0.06,7129.57,5.92,18551,56469,10,Food
Twitter,0.07,6043.83,6.84,15618,47782,9,Fashion
Facebook,0.1,3308.06,6.93,8180,25748,8,Technology
Facebook,0.1,6697.08,7.46,17368,52964,6,Home
Pinterest,0.09,12184.59,1.011709512,18946,62673,1,Fashion
Pinterest,0.1,7846.93,0.740013672,12037,40176,1,Food
Twitter,0.14,500.0,0.22,1871,7061,2,Health
Instagram,0.07,14174.56,3.55,37030,111203,2,Technology
Facebook,0.12,9967.53,5.02,26259,79300,9,Health
Facebook,0.14,9375.78,4.99,24634,74488,4,Fashion
Instagram,0.13,13336.99,5.17,35197,105774,6,Health
Instagram,0.07,7438.01,4.2,19374,58907,9,Health
Pinterest,0.1,9123.53,0.294932985,14069,46794,1,Technology
Facebook,0.14,500.0,3.25,1922,7214,8,Fashion
Twitter,0.05,4036.62,2.67,10140,31553,7,Fashion
Facebook,0.03,1076.01,5.64,3003,10416,10,Home
Pinterest,0.11,11408.91,0.173384846,17732,58720,1,Home
Facebook,0.08,14572.21,0.39,37759,113364,9,Health
Instagram,0.06,4860.52,3.76,12393,38228,10,Fashion
Twitter,0.1,8701.93,1.09,22832,69148,1,Home
Pinterest,0.05,2150.54,0.446868159,3090,11043,1,Health
Facebook,0.05,6139.34,5.59,15873,48536,4,Fashion
Instagram,0.06,12157.04,1.03,32182,96845,8,Food
Facebook,0.11,3698.16,7.94,9222,28837,7,Health
Facebook,0.07,3740.91,1.25,9336,29175,10,Food
Pinterest,0.08,3370.33,0.709626637,4902,16944,1,Home
Facebook,0.1,5460.55,6.76,14024,43058,9,Fashion
Instagram,0.1,500.0,5.2,1069,4688,5,Health
Twitter,0.04,3778.2,2.88,9439,29479,10,Home
Pinterest,0.02,12761.21,0.486192557,19834,65564,1,Fashion
Twitter,0.12,993.09,6.53,2849,9960,3,Technology
Twitter,0.03,655.04,4.12,2299,8329,3,Home
Twitter,0.14,13202.68,3.09,34879,104833,3,Home
Pinterest,0.1,9148.44,0.702476746,14113,46936,1,Food
Facebook,0.09,12170.61,4.4,32217,96948,2,Home
Facebook,0.05,13128.99,4.99,34697,104292,9,Food
Facebook,0.15,4743.17,7.91,12072,37277,9,Home
Pinterest,0.03,10355.45,0.023237144,16045,53226,1,Home
Pinterest,0.12,6669.73,1.24050601,10157,34057,1,Technology
Pinterest,0.09,14295.63,0.359282,21886,72246,1,Technology
Pinterest,0.09,9020.04,0.970597642,13909,46273,1,Home
Pinterest,0.04,5593.49,1.199394139,8452,28502,1,Food
Pinterest,0.13,5609.81,0.564841353,8479,28590,1,Health
Instagram,0.09,14098.2,1.07,36877,110751,10,Fashion
Facebook,0.02,14170.8,2.6,37021,111176,8,Fashion
Pinterest,0.06,1217.01,1.070696109,1912,7208,1,Home
Facebook,0.06,11443.91,2.62,30289,91235,9,Fashion
Twitter,0.04,11647.13,1.91,30842,92875,1,Fashion
Twitter,0.13,9547.28,5.73,25112,75903,8,Technology
Facebook,0.05,3227.99,2.79,7968,25121,3,Health
Pinterest,0.07,6607.36,0.246671224,10059,33736,1,Home
Twitter,0.14,8221.38,6.56,21522,65269,7,Food
Twitter,0.1,4856.81,4.46,12384,38201,10,Home
Pinterest,0.07,10535.86,0.03396198,16333,54165,1,Fashion
Pinterest,0.07,3872.96,1.429978109,5692,19516,1,Food
Pinterest,0.04,5915.18,0.993834786,8967,30182,1,Food
Pinterest,0.15,12164.27,1.183306885,18911,62559,1,Home
Facebook,0.09,5096.67,3.6,13039,40141,5,Fashion
Facebook,0.11,2935.1,0.77,7206,22863,6,Technology
Pinterest,0.08,2470.44,0.041111871,3545,12524,1,Health
Facebook,0.07,4061.77,5.04,10205,31748,4,Fashion
Pinterest,0.04,13270.49,0.677452129,20579,67991,1,Fashion
Facebook,0.15,11272.46,1.33,29821,89850,1,Health
Twitter,0.12,7180.27,6.29,18687,56872,7,Food
Facebook,0.12,12500.51,2.51,33086,99520,9,Fashion
Instagram,0.06,5692.03,3.01,14655,44928,6,Food
Instagram,0.09,11954.56,1.92,31650,95270,10,Home
Instagram,0.02,7838.36,1.01,20472,62159,3,Health
Facebook,0.08,3336.97,0.04,8257,25979,1,Food
Pinterest,0.13,8941.89,0.06077407,13788,45876,1,Home
Twitter,0.1,5219.9,7.43,13379,41147,5,Food
Pinterest,0.04,880.49,0.402181343,1557,6051,1,Health
Facebook,0.07,15000.0,5.46,38625,115927,6,Home
Twitter,0.14,10410.82,4.31,27466,82876,6,Food
Twitter,0.08,6133.57,1.86,15858,48492,3,Home
Twitter,0.11,10680.6,3.14,28210,85079,9,Fashion
Facebook,0.1,5061.06,2.01,12937,39840,2,Health
Facebook,0.08,4970.29,3.52,12689,39104,1,Home
Facebook,0.13,2151.39,0.79,5264,17112,5,Food
Instagram,0.08,2646.53,2.15,6470,20685,3,Fashion
Instagram,0.06,5661.44,2.94,14577,44697,6,Food
Facebook,0.04,9274.21,7.26,24365,73690,2,Fashion
Twitter,0.08,8884.54,0.78,23312,70570,1,Home
Facebook,0.04,941.65,2.41,2760,9695,1,Home
Pinterest,0.04,11675.39,0.480830139,18155,60097,1,Technology
Pinterest,0.04,13572.24,0.698901801,20997,69349,1,Health
Instagram,0.09,10565.04,3.58,27889,84128,9,Health
Instagram,0.06,6576.35,1.36,17045,52006,5,Home
Instagram,0.14,1725.73,0.24,4276,14184,2,Home
Facebook,0.08,6619.75,4.88,17160,52348,3,Health
Pinterest,0.05,9589.12,0.19662199,14814,49219,1,Home
Instagram,0.04,4802.53,0.79,12232,37751,9,Technology
Twitter,0.01,7128.61,7.25,18548,56460,4,Health
Instagram,0.12,2512.58,7.36,6143,19716,3,Fashion
Facebook,0.06,4022.45,0.64,10098,31430,4,Technology
Twitter,0.11,8762.06,7.5,22990,69617,6,Home
Facebook,0.05,1014.74,5.35,2891,10082,3,Food
Twitter,0.11,4365.45,3.05,11036,34209,6,Technology
Pinterest,0.1,8801.3,0.39324398,13563,45147,1,Technology
Pinterest,0.07,9469.69,0.085798687,14620,48589,1,Food
Instagram,0.11,4334.37,7.86,10955,33968,3,Technology
Twitter,0.12,9858.54,3.04,25977,78464,10,Technology
Pinterest,0.09,4910.72,1.197606667,7358,24942,1,Home
Instagram,0.03,2088.21,4.82,5110,16657,8,Fashion
Twitter,0.08,12954.34,7.98,34260,103000,3,Home
Twitter,0.05,7949.71,5.34,20777,63062,8,Health
Pinterest,0.11,11805.73,0.048261761,18362,60773,1,Fashion
Twitter,0.09,8050.59,6.9,21054,63883,9,Fashion
Instagram,0.08,5919.5,1.0,15280,46779,8,Home
Facebook,0.12,7723.49,0.94,20158,61228,9,Health
Pinterest,0.15,7339.84,0.364644418,11223,37526,1,Food
Twitter,0.08,6573.93,7.64,17037,51985,6,Home
Facebook,0.08,7281.78,7.47,18955,57665,3,Food
Facebook,0.07,12168.06,0.98,32209,96924,10,Technology
Facebook,0.15,12803.59,2.86,33882,101878,5,Health
Twitter,0.04,13263.53,0.9,35023,105259,1,Fashion
Twitter,0.02,4271.37,1.14,10785,33465,3,Health
Twitter,0.04,9768.56,3.74,25731,77736,7,Health
Pinterest,0.01,1574.16,0.141210338,2326,8558,1,Technology
Twitter,0.14,7422.56,7.33,19329,58772,4,Food
Pinterest,0.02,5846.59,1.185094358,8853,29811,1,Health
Facebook,0.09,11553.94,3.39,30589,92125,7,Technology
Pinterest,0.13,5970.2,1.122532816,9060,30481,1,Home
Twitter,0.12,13735.68,0.29,36104,108461,9,Fashion
Facebook,0.1,4967.97,2.79,12682,39084,1,Health
Pinterest,0.08,10824.69,1.029584239,16796,55671,1,Home
Twitter,0.03,6068.24,4.15,15684,47978,9,Home
Twitter,0.08,14286.9,7.95,37249,111852,2,Home
Pinterest,0.07,12378.93,0.697114328,19247,63654,1,Home
Pinterest,0.02,10699.87,0.45401805,16600,55034,1,Health
Instagram,0.04,15000.0,5.2,39790,119379,7,Fashion
Instagram,0.05,7383.59,4.9,19227,58471,7,Fashion
Instagram,0.09,12136.95,0.35,32126,96679,10,Health
Pinterest,0.1,500.0,0.445080687,537,2732,1,Health
Pinterest,0.14,8098.13,1.344179423,12440,41487,1,Food
Instagram,0.03,13837.51,2.82,36328,109124,10,Fashion
Facebook,0.05,12302.51,2.14,32569,97989,6,Fashion
Instagram,0.04,3306.33,6.67,8176,25738,10,Health
Instagram,0.06,8858.03,7.45,23246,70377,8,Home
Twitter,0.14,10419.39,2.39,27491,82949,8,Health
Twitter,0.14,9251.25,0.78,24303,73505,8,Technology
Pinterest,0.04,7942.55,0.132272975,12191,40678,1,Home
Instagram,0.13,13159.54,5.01,34772,104517,10,Health
Facebook,0.06,12722.82,7.01,33666,101240,5,Technology
Facebook,0.1,10098.34,6.68,26622,80374,1,Food
Instagram,0.11,500.0,3.35,1608,6282,6,Home
Twitter,0.09,11813.92,6.24,31286,94189,6,Fashion
Instagram,0.11,723.16,5.8,2400,8630,7,Technology
Pinterest,0.06,9635.27,1.245868428,14893,49476,1,Technology
Facebook,0.12,13291.49,4.89,35087,105449,2,Health
Instagram,0.04,3576.65,4.55,8894,27865,3,Food
Facebook,0.03,11072.7,5.23,29274,88230,6,Health
Pinterest,0.13,6518.4,0.25739606,9922,33289,1,Fashion
Facebook,0.08,12913.05,1.24,34160,102701,9,Technology
Pinterest,0.11,2746.07,1.015284458,3948,13837,1,Fashion
Twitter,0.06,2793.69,0.64,6839,21776,9,Food
Facebook,0.01,8102.53,6.87,21194,64297,9,Home
Facebook,0.12,2929.32,0.93,7192,22823,2,Food
Facebook,0.05,1696.63,0.48,4215,14004,3,Fashion
Pinterest,0.1,13525.2,0.486192557,20932,69142,1,Food
Pinterest,0.12,4177.36,0.632765313,6183,21115,1,Fashion
Twitter,0.06,11089.52,3.49,29320,88366,3,Fashion
Pinterest,0.09,7244.32,0.389669035,11076,37047,1,Fashion
Twitter,0.03,12737.87,5.24,33708,101363,10,Home
Twitter,0.06,9808.73,5.47,25844,78070,1,Home
Instagram,0.03,10199.99,6.58,26899,81194,5,Health
Pinterest,0.04,10202.95,0.929485771,15803,52438,1,Technology
Pinterest,0.12,7908.82,0.187684627,12134,40493,1,Food
Pinterest,0.04,1796.78,0.981322478,2601,9451,1,Health
Twitter,0.11,6899.1,1.18,17922,54604,4,Fashion
Instagram,0.06,11067.87,5.26,29260,88190,4,Home
Twitter,0.08,3934.04,1.17,9861,30729,9,Food
Facebook,0.05,11938.21,2.41,31609,95147,7,Fashion
Twitter,0.14,12109.09,2.86,32054,96464,2,Home
Pinterest,0.02,8367.69,0.266333423,12874,42901,1,Home
Instagram,0.02,3284.69,5.92,8118,25565,1,Fashion
Facebook,0.04,8519.65,6.95,22342,67697,6,Technology
Instagram,0.13,15000.0,4.39,38452,115415,7,Health
Facebook,0.13,15000.0,0.68,39487,118482,9,Food
Pinterest,0.15,5443.98,1.149344905,8210,27715,1,Food
Facebook,0.05,2949.62,5.93,7245,22980,9,Home
Instagram,0.08,12836.1,1.41,33966,102128,1,Health
Facebook,0.1,15000.0,4.46,39369,118132,10,Health
Pinterest,0.08,588.32,1.081420945,1296,5204,1,Home
Facebook,0.04,12179.06,2.21,32244,97027,8,Technology
Instagram,0.09,15000.0,2.56,38629,115939,6,Fashion
Facebook,0.14,14946.77,1.48,38331,115059,6,Home
Pinterest,0.13,1787.05,0.886586428,2589,9414,1,Home
Instagram,0.08,8947.27,0.35,23490,71097,7,Home
Pinterest,0.02,9527.13,0.563053881,14714,48893,1,Technology
Pinterest,0.02,1346.29,0.339619801,2056,7677,1,Food
Pinterest,0.1,527.91,0.622040478,1247,5044,1,Health
Twitter,0.06,8213.41,7.4,21498,65196,2,Home
Facebook,0.02,11235.42,0.2,29726,89568,8,Food
Instagram,0.08,13366.14,3.87,35268,105984,4,Health
Instagram,0.02,3289.59,5.13,8130,25602,1,Fashion
Instagram,0.09,13434.7,4.24,35428,106459,4,Food
Pinterest,0.11,4583.29,0.096523522,6834,23236,1,Home
Facebook,0.05,15000.0,0.47,39841,119529,5,Home
Pinterest,0.03,8353.92,0.239521333,12853,42832,1,Health
Facebook,0.02,9302.17,6.16,24441,73913,9,Technology
Facebook,0.05,9126.07,0.04,23964,72502,7,Technology
Twitter,0.05,7591.14,6.41,19794,60151,1,Food
Pinterest,0.02,14284.14,0.164447483,21874,72206,1,Fashion
Instagram,0.06,3428.1,0.59,8495,26682,9,Home
Pinterest,0.07,6036.67,1.097508199,9162,30815,1,Health
Pinterest,0.08,5584.55,0.836537194,8436,28451,1,Fashion
Facebook,0.12,15000.0,4.48,39516,118568,1,Technology
Instagram,0.05,3486.86,4.79,8649,27139,4,Health
Facebook,0.03,7512.28,3.5,19583,59524,10,Home
Twitter,0.14,1793.7,2.96,4423,14622,4,Food
Pinterest,0.1,4603.02,0.130485502,6865,23336,1,Food
Twitter,0.06,4192.81,1.74,10566,32817,2,Fashion
Facebook,0.06,12426.96,5.49,32896,98958,1,Health
Instagram,0.1,9058.57,1.1,23776,71944,10,Technology
Twitter,0.14,4473.55,6.85,11338,35104,7,Fashion
Twitter,0.11,500.0,6.87,1938,7261,4,Health
Facebook,0.12,13456.52,2.61,35481,106614,1,Health
Twitter,0.11,9675.82,6.78,25471,76966,8,Fashion
Pinterest,0.1,11765.33,1.238718537,18300,60571,1,Health
Facebook,0.03,500.0,4.54,731,3685,2,Fashion
Twitter,0.07,6369.93,0.53,16499,50391,4,Fashion
Instagram,0.03,9706.05,0.31,25554,77211,3,Health
Facebook,0.04,14671.52,6.01,37923,113849,5,Home
Instagram,0.15,4472.81,1.17,11335,35095,10,Home
Instagram,0.1,14559.11,0.29,37737,113298,10,Health
Facebook,0.04,4474.88,1.82,11343,35118,1,Technology
Instagram,0.04,7337.55,4.56,19104,58108,1,Home
Pinterest,0.05,1495.64,0.293145512,2230,8242,1,Fashion
Pinterest,0.05,13603.87,0.750738507,21039,69490,1,Health
Facebook,0.07,3043.25,1.29,7491,23709,8,Fashion
Twitter,0.08,12347.31,6.62,32687,98341,4,Food
Pinterest,0.09,4246.2,0.709626637,6296,21483,1,Home
Facebook,0.07,4145.36,4.56,10439,32440,9,Food
Instagram,0.04,12130.04,4.76,32111,96633,8,Health
Twitter,0.1,9097.75,0.88,23885,72268,1,Fashion
Pinterest,0.05,5455.63,0.373581781,8228,27774,1,Technology
Pinterest,0.03,11646.23,0.075073851,18113,59959,1,Technology
Pinterest,0.05,4851.67,0.868711701,7265,24637,1,Health
Pinterest,0.14,1303.45,0.396818925,2006,7515,1,Technology
Pinterest,0.09,12229.15,1.042096547,19017,62905,1,Fashion
Instagram,0.14,10370.19,0.19,27361,82563,6,Fashion
Facebook,0.03,6454.09,1.47,16720,51045,4,Food
Twitter,0.08,12413.38,1.91,32863,98862,10,Technology
Facebook,0.12,3382.52,0.49,8379,26338,6,Health
Pinterest,0.13,6572.41,0.800787741,10003,33554,1,Technology
Twitter,0.03,7732.68,4.47,20184,61306,2,Food
Twitter,0.05,6658.59,0.99,17265,52658,7,Fashion
Facebook,0.13,5294.85,3.32,13579,41741,4,Technology
Facebook,0.14,1265.69,1.81,3346,11432,7,Health
Twitter,0.03,2806.48,0.18,6871,21873,5,Technology
Instagram,0.03,5302.53,0.82,13602,41810,4,Home
Facebook,0.03,4383.2,5.71,11091,34372,8,Food
Pinterest,0.1,9888.08,0.622040478,15301,50806,1,Food
Facebook,0.1,9238.76,3.78,24270,73408,1,Fashion
Pinterest,0.02,9658.98,0.532666846,14931,49600,1,Food
Twitter,0.13,6158.69,7.74,15926,48693,5,Food
Pinterest,0.01,11930.16,0.681027075,18553,61392,1,Fashion
Instagram,0.05,12345.81,6.45,32683,98329,4,Home
Instagram,0.08,5551.75,7.45,14273,43796,9,Food
Facebook,0.14,10349.38,0.66,27302,82388,9,Food
Facebook,0.09,14881.54,0.25,38240,114789,4,Health
Twitter,0.07,7933.65,2.36,20731,62925,6,Technology
Twitter,0.1,7636.56,2.98,19914,60507,1,Food
Instagram,0.11,3328.19,7.34,8237,25917,7,Technology
Twitter,0.07,2450.91,6.3,5987,19252,7,Technology
Facebook,0.11,10366.86,0.6,27351,82534,6,Technology
Pinterest,0.09,11447.55,1.135045124,17794,58923,1,Technology
Instagram,0.09,14368.24,5.53,37397,112291,6,Food
Twitter,0.11,5832.19,3.66,15037,46060,8,Technology
Instagram,0.1,12533.15,3.32,33168,99764,3,Home
Pinterest,0.13,13615.39,0.652427512,21054,69537,1,Home
Instagram,0.08,11299.11,3.14,29892,90060,9,Home
Pinterest,0.1,2745.41,0.661364876,3946,13833,1,Food
Pinterest,0.06,1200.15,0.763250816,1893,7147,1,Health
Instagram,0.08,10215.46,7.04,26942,81324,4,Food
Pinterest,0.08,8905.52,0.157297592,13726,45676,1,Home
Twitter,0.07,15000.0,7.68,39295,117912,10,Fashion
Pinterest,0.05,9754.06,1.261955682,15087,50109,1,Health
Instagram,0.04,11639.97,3.41,30821,92814,9,Food
Pinterest,0.14,9949.38,0.818662468,15393,51104,1,Technology
Facebook,0.06,3389.43,4.61,8396,26388,3,Health
Facebook,0.09,10126.83,6.25,26703,80616,1,Technology
Facebook,0.12,11608.39,5.46,30737,92565,10,Technology
Facebook,0.11,9869.95,0.67,26008,78556,7,Health
Pinterest,0.01,8230.65,1.390653711,12654,42183,1,Food
Pinterest,0.08,9919.31,1.058183801,15347,50955,1,Health
Facebook,0.04,12600.09,6.21,33347,100294,10,Technology
